IATA,ICAO,Airport name,Country,City
AWE,,Alowe Airport,Gabon,Wonga Wongué Presidential Reserve
AWK,PWAK,Wake Island Airfield,United States Minor Outlying Islands,Wake Island
AWM,KAWM,West Memphis Municipal Airport,United States of America,West Memphis
AWN,YADS,Alton Downs Airport,Australia,
AWP,YAUS,Austral Downs Airport,Australia,
AWZ,OIAW,Ahwaz Airport,Iran,Ahwaz
AXA,TQPF,Clayton J Lloyd International Airport,Anguilla,The Valley
AXB,,Maxson Airfield,United States of America,Alexandria Bay
AXC,YAMC,Aramac Airport,Australia,
AXD,LGAL,Dimokritos Airport,Greece,Alexandroupolis
AXE,SSXX,Xanxerê Airport,Brazil,Xanxerê
AXF,,Alxa Left Banner Bayanhot Airport,China,Bayanhot
AXG,KAXA,Algona Municipal Airport,United States of America,Algona
AXJ,RJDA,Amakusa Airport,Japan,Hondo
AXK,OYAT,Ataq Airport,Yemen,Ataq
AXL,YALX,Alexandria Homestead Airport,Australia,
AXM,SKAR,El Eden Airport,Colombia,Armenia
AXN,KAXN,Chandler Field,United States of America,Alexandria
AXP,MYAP,Spring Point Airport,Bahamas,Spring Point
AXR,NTGU,Arutua Airport,French Polynesia,
AXS,KAXS,Altus Quartz Mountain Regional Airport,United States of America,Altus
AXT,RJSK,Akita Airport,Japan,Akita
AXU,HAAX,Axum Airport,Ethiopia,Aksum
AXV,KAXV,Neil Armstrong Airport,United States of America,Wapakoneta
AXX,KAXX,Angel Fire Airport,United States of America,Angel Fire
AYA,,Ayapel Airport,Colombia,Ayapel
AYC,,Ayacucho Airport,Colombia,Ayacucho
AYD,,Alroy Downs Airport,Australia,Alroy Downs
AYG,SKYA,Yaguara Airport,Colombia,San Vicente Del Caguán
AYI,,Yari Airport,Colombia,Yari
AYK,UAUR,Arkalyk North Airport,Kazakhstan,Arkalyk
AYL,YANL,Anthony Lagoon Airport,Australia,
AYN,ZHAY,Anyang Airport,China,Anyang
AYO,SGAY,Juan De Ayolas Airport,Paraguay,Ayolas
AYP,SPHO,Coronel FAP Alfredo Mendivil Duarte Airport,Peru,Ayacucho
AYQ,YAYE,Ayers Rock Connellan Airport,Australia,Ayers Rock
AYR,YAYR,Ayr Airport,Australia,Ayr
AYS,KAYS,Waycross Ware County Airport,United States of America,Waycross
AYT,LTAI,Antalya International Airport,Turkey,Antalya
AYU,,Aiyura Airport,Papua New Guinea,Aiyura Valley
AYW,,Ayawasi Airport,Indonesia,Ayawasi-Papua Island
AZA,KIWA,Phoenix-Mesa-Gateway Airport,United States of America,Phoenix
AZB,,Amazon Bay Airport,Papua New Guinea,
AZD,OIYY,Shahid Sadooghi Airport,Iran,Yazd
AZG,,Pablo L. Sidar Airport,Mexico,Apatzingán
AZI,OMAD,Bateen Airport,United Arab Emirates,Abu Dhabi
AZL,SWTU,Fazenda Tucunaré Airport,Brazil,Sapezal
AZN,UTKA,Andizhan Airport,Uzbekistan,Andizhan
AZO,KAZO,Kalamazoo Battle Creek International Airport,United States of America,Kalamazoo
AZP,MMJC,Atizapan De Zaragoza Airport,Mexico,Ciudad López Mateos
AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria,Adrar
AZS,MDCY,Samaná El Catey International Airport,Dominican Republic,Samana
AZT,,Zapatoca Airport,Colombia,Zapatoca
AZZ,FNAM,Ambriz Airport,Angola,Ambriz
BAA,,Bialla Airport,Papua New Guinea,"Bialla, Matalilu, Ewase"
BAB,KBAB,Beale Air Force Base,United States of America,Marysville
BAC,,Barranca De Upia Airport,Colombia,Barranca De Upia
BAD,KBAD,Barksdale Air Force Base,United States of America,Bossier City
BAE,LFMR,Barcelonnette - Saint-Pons Airport,France,Le Castellet
BAF,KBAF,Westfield-Barnes Regional Airport,United States of America,Westfield/Springfield
BAG,RPUB,Loakan Airport,Philippines,Baguio City
BAH,OBBI,Bahrain International Airport,Bahrain,Manama
BAI,MRBA,Buenos Aires Airport,Costa Rica,Punta Arenas
BAJ,,Bali Airport,Papua New Guinea,Unea Island
BAL,LTCJ,Batman Airport,Turkey,Batman
BAM,KBAM,Battle Mountain Airport,United States of America,Battle Mountain
BAN,FZVR,Basongo Airport,Democratic Republic of the Congo,Basongo
BAO,VTED,Udorn Air Base,Thailand,Ban Mak Khaen
BAQ,SKBQ,Ernesto Cortissoz International Airport,Colombia,Barranquilla
BAR,ZJQH,Qionghai Bo'ao Airport,China,Qionghai
BAS,AGGE,Ballalae Airport,Solomon Islands,Ballalae
BAT,SBBT,Chafei Amsei Airport,Brazil,Barretos
BAU,SBBU,Bauru Airport,Brazil,Bauru
BAV,ZBOW,Baotou Airport,China,Baotou
BAX,UNBB,Barnaul Airport,Russia,Barnaul
BAY,LRBM,Tautii Magheraus Airport,Romania,Baia Mare
BAZ,SWBC,Barcelos Airport,Brazil,Barcelos
BBA,SCBA,Balmaceda Airport,Chile,Balmaceda
BBB,KBBB,Benson Municipal Airport,United States of America,Benson
BBC,KBYY,Bay City Municipal Airport,United States of America,Bay City
BBD,KBBD,Curtis Field,United States of America,Brady
BBE,YBBE,Big Bell Airport,Australia,Big Bell
BBG,NGTU,Butaritari Atoll Airport,Kiribati,Butaritari Atoll
BBH,EDBH,Barth Airport,Germany,Barth
BBI,VEBS,Biju Patnaik Airport,India,Bhubaneswar
BBJ,EDRB,Bitburg Airport,Germany,Bitburg
BBK,FBKE,Kasane Airport,Botswana,Kasane
BBL,YLLE,Ballera Airport,Australia,
BBM,VDBG,Battambang Airport,Cambodia,Battambang
BBN,WBGZ,Bario Airport,Malaysia,Bario
BBO,HCMI,Berbera Airport,Somalia,Berbera
BBP,EGHJ,Bembridge Airport,United Kingdom,Bembridge
BBQ,TAPH,Codrington Airport,Antigua and Barbuda,Codrington
BBR,TFFB,Baillif Airport,Guadeloupe,Basse Terre
BBS,EGLK,Blackbushe Airport,United Kingdom,Yateley
BBT,FEFT,Berbérati Airport,Central African Republic,Berbérati
BBU,LRBS,Băneasa International Airport,Romania,Bucharest
BBV,DIGN,Nero-Mer Airport,Ivory Coast,Grand-Béréby
BBW,KBBW,Broken Bow Municipal Airport,United States of America,Broken Bow
BBX,KLOM,Wings Field,United States of America,Philadelphia
BBY,FEFM,Bambari Airport,Central African Republic,Bambari
BBZ,FLZB,Zambezi Airport,Zambia,Zambezi
BCA,MUBA,Gustavo Rizo Airport,Cuba,Baracoa
BCB,KBCB,Virginia Tech Montgomery Executive Airport,United States of America,Blacksburg
BCC,,Bear Creek 3 Airport,United States of America,Bear Creek
BCD,RPVB,Bacolod-Silay Airport,Philippines,Bacolod City
BCE,KBCE,Bryce Canyon Airport,United States of America,Bryce Canyon
BCF,FEGU,Bouca Airport,Central African Republic,Bouca
BCG,,Bemichi Airport,Guyana,Bemichi
BCH,WPEC,Cakung Airport,East Timor,Baucau
BCI,YBAR,Barcaldine Airport,Australia,Barcaldine
BCK,YBWR,Bolwarra Airport,Australia,
BCL,MRBC,Barra del Colorado Airport,Costa Rica,Pococi
BCM,LRBC,Bacău Airport,Romania,Bacău
BCN,LEBL,Barcelona International Airport,Spain,Barcelona
BCO,HABC,Baco Airport,Ethiopia,Baco
BCP,,Bambu Airport,Papua New Guinea,Bambu
BCQ,,Brak Airport,Libya,Brak
BCR,SWNK,Novo Campo Airport,Brazil,Boca do Acre
BCS,,Southern Seaplane Airport,United States of America,Belle Chasse
BCT,KBCT,Boca Raton Airport,United States of America,Boca Raton
BCU,DNBC,Sir Abubakar Tafawa Balewa International Airport,Nigeria,Bauchi
BCV,,Hector Silva Airstrip,Belize,Belmopan
BCW,,Benguera Island Airport,Mozambique,Benguera Island
BCX,UWUB,Beloretsk Airport,Russia,Beloretsk
BCZ,,Milyakburra Airport,Australia,Bickerton Island
BDA,TXKF,L.F. Wade International Airport,Bermuda,Hamilton
BDB,YBUD,Bundaberg Airport,Australia,Bundaberg
BDC,SNBC,Barra do Corda Airport,Brazil,Barra Do Corda
BDD,YBAU,Badu Island Airport,Australia,Thursday Island
BDE,KBDE,Baudette International Airport,United States of America,Baudette
BDF,,Rinkenberger Restricted Landing Area,United States of America,Bradford
BDG,KBDG,Blanding Municipal Airport,United States of America,Blanding
BDH,OIBL,Bandar Lengeh Airport,Iran,Bandar Lengeh
BDI,FSSB,Bird Island Airport,Seychelles,Bird Island
BDJ,WAOO,Syamsudin Noor Airport,Indonesia,Banjarmasin-Borneo Island
BDK,DIBU,Soko Airport,Ivory Coast,Bondoukou
BDL,KBDL,Bradley International Airport,United States of America,Hartford
BDM,LTBG,Bandırma Airport,Turkey,Bandirma
BDN,OPTH,Talhar Airport,Pakistan,Badin
BDO,WICC,Husein Sastranegara International Airport,Indonesia,Bandung-Java Island
BDP,VNCG,Bhadrapur Airport,Nepal,Bhadrapur
BDQ,VABO,Vadodara Airport,India,Vadodara
BDR,KBDR,Igor I Sikorsky Memorial Airport,United States of America,Bridgeport
BDS,LIBR,Brindisi – Salento Airport,Italy,Brindisi
BDT,FZFD,Gbadolite Airport,Democratic Republic of the Congo,Gbadolite
BDU,ENDU,Bardufoss Airport,Norway,Målselv
BDV,FZRB,Moba Airport,Democratic Republic of the Congo,Moba
BDW,YBDF,Bedford Downs Airport,Australia,
BDX,,Broadus Airport,United States of America,Broadus
BDY,,Bandon State Airport,United States of America,Bandon
BDZ,,Baindoung Airport,Papua New Guinea,Lae
BEB,EGPL,Benbecula Airport,United Kingdom,Balivanich
BEC,KBEC,Beech Factory Airport,United States of America,Wichita
BED,KBED,Laurence G Hanscom Field,United States of America,Bedford
BEE,YBGB,Beagle Bay Airport,Australia,Beagle Bay
BEF,MNBL,Bluefields Airport,Nicaragua,Bluefileds
BEG,LYBE,Belgrade Nikola Tesla Airport,Serbia,Belgrade
BEH,KBEH,Southwest Michigan Regional Airport,United States of America,Benton Harbor
BEI,HABE,Beica Airport,Ethiopia,Beica
BEJ,WALK,Kalimarau Airport,Indonesia,Tanjung Redeb - Borneo Island
BEK,VIBY,Bareilly Air Force Station,India,Bareilly
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Brazil,Belém
BEM,GMMD,Beni Mellal Airport,Morocco,Beni Mellal
BEN,HLLB,Benina International Airport,Libya,Benghazi
BEO,YPEC,Lake Macquarie Airport,Australia,Newcastle
BEP,VOBI,Bellary Airport,India,Bellary
BEQ,EGXH,RAF Honington,United Kingdom,Thetford
BER,EDDB,Airport Berlin Brandenburg,Germany,Berlin
BES,LFRB,Brest Bretagne Airport,France,Brest/Guipavas
BET,PABE,Bethel Airport,United States of America,Bethel
BEU,YBIE,Bedourie Airport,Australia,
BEV,LLBS,Beersheba (Teyman) Airport,Israel,Beersheba
BEW,FQBR,Beira Airport,Mozambique,Beira
BEX,EGUB,RAF Benson,United Kingdom,Benson
BEY,OLBA,Beirut Rafic Hariri International Airport,Lebanon,Beirut
BEZ,NGBR,Beru Airport,Kiribati,Beru
BFA,,Bahía Negra Airport,Paraguay,Bahía Negra
BFC,YBMD,Bloomfield River Airport,Australia,Cooktown
BFD,KBFD,Bradford Regional Airport,United States of America,Bradford
BFE,EDLI,Bielefeld Airport,Germany,Bielefeld
BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,United States of America,Scottsbluff
BFG,,Bullfrog Basin Airport,United States of America,Glen Canyon Natl Rec Area
BFH,SBBI,Bacacheri Airport,Brazil,Curitiba
BFI,KBFI,Boeing Field King County International Airport,United States of America,Seattle
BFJ,ZUBJ,Bijie Feixiong Airport,China,Bijie
BFK,KBKF,Buckley Air Force Base,United States of America,Aurora
BFL,KBFL,Meadows Field,United States of America,Bakersfield
BFM,KBFM,Mobile Downtown Airport,United States of America,Mobile
BFN,FABL,Bram Fischer International Airport,South Africa,Bloemfontain
BFO,FVCZ,Buffalo Range Airport,Zimbabwe,Chiredzi
BFP,KBVI,Beaver County Airport,United States of America,Beaver Falls
BFQ,,Bahia Piña Airport,Panama,Bahia Piña
BFR,KBFR,Virgil I Grissom Municipal Airport,United States of America,Bedford
BFS,EGAA,Belfast International Airport,United Kingdom,Belfast
BFT,KARW,Beaufort County Airport,United States of America,Beaufort
BFU,ZSBB,Bengbu Airport,China,Bengbu
BFV,VTUO,Buri Ram Airport,Thailand,Satuek
BFW,DAOS,Sidi Bel Abbes Airport,Algeria,Sidi Bel Abbès
BFX,FKKU,Bafoussam Airport,Cameroon,Bafoussam
BGA,SKBG,Palonegro Airport,Colombia,Bucaramanga
BGB,FOGB,Booue Airport,Gabon,Booue
BGC,LPBG,Bragança Airport,Portugal,Bragança
BGD,KBGD,Hutchinson County Airport,United States of America,Borger
BGE,KBGE,Decatur County Industrial Air Park,United States of America,Bainbridge
BGF,FEFF,Bangui M'Poko International Airport,Central African Republic,Bangui
BGG,,Bingöl Çeltiksuyu Airport,Turkey,Bingöl
BGH,GQNE,Abbaye Airport,Mauritania,Boghe
BGI,TBPB,Sir Grantley Adams International Airport,Barbados,Bridgetown
BGJ,BIBF,Borgarfjörður eystri Airport,Iceland,Borgarfjörður eystri
BGK,,Big Creek Airport,Belize,Big Creek
BGL,VNBL,Baglung Airport,Nepal,Baglung
BGM,KBGM,Greater Binghamton/Edwin A Link field,United States of America,Binghamton
BGN,UESG,Belaya Gora Airport,Russia,Belaya Gora
BGO,ENBR,Bergen Airport Flesland,Norway,Bergen
BGP,,Bongo Airport,Gabon,Bongo
BGQ,PAGQ,Big Lake Airport,United States of America,Big Lake
BGR,KBGR,Bangor International Airport,United States of America,Bangor
BGT,,Bagdad Airport,United States of America,Bagdad
BGU,FEFG,Bangassou Airport,Central African Republic,Bangassou
BGV,SSBG,Aeroclube de Bento Gonçalves Airport,Brazil,Bento Gonçalves
BGW,ORBI,Baghdad International Airport,Iraq,Baghdad
BGX,SBBG,Comandante Gustavo Kraemer Airport,Brazil,Bagé
BGY,LIME,Il Caravaggio International Airport,Italy,Bergamo
BGZ,LPBR,Braga Municipal Aerodrome,Portugal,Braga
BHA,SESV,Los Perales Airport,Ecuador,Bahía de Caraquez
BHB,KBHB,Hancock County-Bar Harbor Airport,United States of America,Bar Harbor
BHC,,Bhurban Heliport,Pakistan,Bhurban
BHD,EGAC,George Best Belfast City Airport,United Kingdom,Belfast
BHE,NZWB,Woodbourne Airport,New Zealand,Blenheim
BHF,,Bahia Cupica Airport,Colombia,Bahía Cupica
BHG,MHBL,Brus Laguna Airport,Honduras,Brus Laguna
BHH,OEBH,Bisha Airport,Saudi Arabia,Qalat Bishah
BHI,SAZB,Comandante Espora Airport,Argentina,Bahia Blanca
BHJ,VABJ,Bhuj Airport,India,Bhuj
BHK,UTSB,Bukhara Airport,Uzbekistan,Bukhara
BHL,,Bahía de los Ángeles Airport,Mexico,Bahía de los Ángeles
BHM,KBHM,Birmingham-Shuttlesworth International Airport,United States of America,Birmingham
BHN,OYBN,Beihan Airport,Yemen,
BHO,VABP,Raja Bhoj International Airport,India,Bhopal
BHP,VNBJ,Bhojpur Airport,Nepal,Bhojpur
BHQ,YBHI,Broken Hill Airport,Australia,Broken Hill
BHR,VNBP,Bharatpur Airport,Nepal,Bharatpur
BHS,YBTH,Bathurst Airport,Australia,Bathurst
BHT,,Brighton Downs Airport,Australia,
BHU,VABV,Bhavnagar Airport,India,Bhavnagar
BHV,OPBW,Bahawalpur Airport,Pakistan,Bahawalpur
BHW,OPBG,Bhagatanwala Airport,Pakistan,Bhagatanwala
BHX,EGBB,Birmingham International Airport,United Kingdom,Birmingham
BHY,ZGBH,Beihai Airport,China,Beihai
BIA,LFKB,Bastia-Poretta Airport,France,Bastia/Poretta
BIB,HCMB,Baidoa Airport,Somalia,Baidoa
BID,KBID,Block Island State Airport,United States of America,Block Island
BIE,KBIE,Beatrice Municipal Airport,United States of America,Beatrice
BIF,KBIF,Biggs Army Air Field (Fort Bliss),United States of America,Fort Bliss/El Paso
BIG,PABI,Allen Army Airfield,United States of America,Delta Junction Ft Greely
BIH,KBIH,Eastern Sierra Regional Airport,United States of America,Bishop
BII,,Enyu Airfield,Marshall Islands,Bikini Atoll
BIK,WABB,Frans Kaisiepo Airport,Indonesia,Biak-Supiori Island
BIL,KBIL,Billings Logan International Airport,United States of America,Billings
BIM,MYBS,South Bimini Airport,Bahamas,South Bimini
BIN,OABN,Bamiyan Airport,Afghanistan,Bamiyan
BIO,LEBB,Bilbao Airport,Spain,Bilbao
BIP,YBWM,Bulimba Airport,Australia,
BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport,France,Biarritz/Anglet/Bayonne
BIR,VNVT,Biratnagar Airport,Nepal,Biratnagar
BIS,KBIS,Bismarck Municipal Airport,United States of America,Bismarck
BIT,VNBT,Baitadi Airport,Nepal,Baitadi
BIU,BIBD,Bildudalur Airport,Iceland,Bildudalur
BIV,FEFR,Bria Airport,Central African Republic,Bria
BIW,YBIL,Billiluna Airport,Australia,
BIX,KBIX,Keesler Air Force Base,United States of America,Biloxi
BIY,FABE,Bisho Airport,South Africa,Bisho
BJA,DAAE,Soummam Airport,Algeria,Béjaïa
BJB,OIMN,Bojnord Airport,Iran,Bojnord
BJC,KBJC,Rocky Mountain Metropolitan Airport,United States of America,Denver
BJD,BIBK,Bakkafjörður Airport,Iceland,Bakkafjörður
BJE,,Baleela Airport,Sudan,Baleela Base Camp
BJF,ENBS,Båtsfjord Airport,Norway,Båtsfjord
BJG,,Boalang Airport,Indonesia,Boalang-Celebes Island
BJH,VNBG,Bajhang Airport,Nepal,Bajhang
BJI,KBJI,Bemidji Regional Airport,United States of America,Bemidji
BJJ,KBJJ,Wayne County Airport,United States of America,Wooster
BJK,WAPK,Nangasuri Airport,Indonesia,Maikoor Island
BJL,GBYD,Banjul International Airport,Gambia,Banjul
BJM,HBBA,Bujumbura International Airport,Burundi,Bujumbura
BJO,SLBJ,Bermejo Airport,Bolivia,Bermejo
BJP,SBBP,Estadual Arthur Siqueira Airport,Brazil,Bragança Paulista
BJQ,,Bahja Airport,Oman,Bahja
BJR,HABD,Bahir Dar Airport,Ethiopia,Bahir Dar
BJU,VNBR,Bajura Airport,Nepal,Bajura
BJV,LTFE,Milas Bodrum International Airport,Turkey,Bodrum
BJW,WATB,Bajawa Soa Airport,Indonesia,Bajawa
BJX,MMLO,Del Bajío International Airport,Mexico,Silao
BJY,LYBT,Batajnica Air Base,Serbia,Batajnica
BJZ,LEBZ,Badajoz Airport,Spain,Badajoz
BKB,VIBK,Nal Airport,India,Bikaner
BKC,PABL,Buckland Airport,United States of America,Buckland
BKD,KBKD,Stephens County Airport,United States of America,Breckenridge
BKE,KBKE,Baker City Municipal Airport,United States of America,Baker City
BKG,,Branson Airport,United States of America,Branson
BKH,PHBK,Barking Sands Airport,United States of America,Kekaha
BKI,WBKK,Kota Kinabalu International Airport,Malaysia,Kota Kinabalu
BKJ,GUOK,Boké Baralande Airport,Guinea,Boké
BKK,VTBS,Suvarnabhumi Airport,Thailand,Bangkok
BKL,KBKL,Burke Lakefront Airport,United States of America,Cleveland
BKM,WBGQ,Bakalalan Airport,Malaysia,Bakalalan
BKN,,Balkanabat Airport,Turkmenistan,Balkanabat
BKO,GABS,Modibo Keita International Airport,Mali,Bamako
BKP,YBAW,Barkly Downs Airport,Australia,
BKQ,YBCK,Blackall Airport,Australia,Blackall
BKR,FTTK,Bokoro Airport,Chad,Bokoro
BKS,WIPL,Fatmawati Soekarno Airport,Indonesia,Bengkulu-Sumatra Island
BKT,KBKT,Allen C Perkinson Blackstone Army Air Field,United States of America,Blackstone
BKU,FMSV,Betioky Airport,Madagascar,Betioky
BKW,KBKW,Raleigh County Memorial Airport,United States of America,Beckley
BKX,KBKX,Brookings Regional Airport,United States of America,Brookings
BKY,FZMA,Bukavu Kavumu Airport,Democratic Republic of the Congo,Bukavu
BKZ,HTBU,Bukoba Airport,Tanzania,Bukoba
BLA,SVBC,General José Antonio Anzoategui International Airport,Venezuela,Barcelona
BLB,MPHO,Panama Pacific International Airport,Panama,Panamá City
BLC,FKKG,Bali Airport,Cameroon,Bali
BLD,,Boulder City Municipal Airport,United States of America,Boulder City
BLE,ESSD,Borlange Airport,Sweden,Borlänge
BLF,KBLF,Mercer County Airport,United States of America,Bluefield
BLG,WBGC,Belaga Airport,Malaysia,Belaga
BLH,KBLH,Blythe Airport,United States of America,Blythe
BLI,KBLI,Bellingham International Airport,United States of America,Bellingham
BLJ,DABT,Batna Airport,Algeria,Batna
BLK,EGNH,Blackpool International Airport,United Kingdom,Blackpool
BLL,EKBI,Billund Airport,Denmark,Billund
BLM,KBLM,Monmouth Executive Airport,United States of America,Belmar/Farmingdale
BLN,YBLA,Benalla Airport,Australia,Benalla
BLO,BIBL,Hjaltabakki Airport,Iceland,Blönduós
BLP,SPBL,Huallaga Airport,Peru,Bellavista
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Italy,Bologna
BLR,VOBL,Kempegowda International Airport,India,Bangalore
BLS,YBLL,Bollon Airport,Australia,
BLT,YBTR,Blackwater Airport,Australia,Blackwater
BLU,KBLU,Blue Canyon Nyack Airport,United States of America,Emigrant Gap
BLV,KBLV,Scott AFB/Midamerica Airport,United States of America,Belleville
BLW,HCMN,Beletwene Airport,Somalia,Beledweyne
BLX,LIDB,Belluno Airport,Italy,Belluno (BL)
BLY,EIBT,Belmullet Aerodrome,Ireland,Belmullet
BLZ,FWCL,Chileka International Airport,Malawi,Blantyre
BMA,ESSB,Stockholm-Bromma Airport,Sweden,Stockholm
BMB,FZFU,Bumbar Airport,Democratic Republic of the Congo,Bumbar
BMC,KBMC,Brigham City Regional Airport,United States of America,Brigham City
BMD,FMML,Belo sur Tsiribihina Airport,Madagascar,Belo sur Tsiribihina
BME,YBRM,Broome International Airport,Australia,Broome
BMF,FEGM,Bakouma Airport,Central African Republic,Bakouma
BMG,KBMG,Monroe County Airport,United States of America,Bloomington
BMH,,Bomai Airport,Papua New Guinea,Bomai
BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,United States of America,Bloomington/Normal
BMJ,SYBR,Baramita Airport,Guyana,Baramita
BMK,EDWR,Borkum Airport,Germany,Borkum
BML,KBML,Berlin Regional Airport,United States of America,Berlin
BMM,FOOB,Bitam Airport,Gabon,Bitam
BMN,ORBB,Bamarni Airport,Iraq,Bamarni
BMO,VYBM,Banmaw Airport,Myanmar,Banmaw
BMP,YBPI,Brampton Island Airport,Australia,Mackay
BMQ,,Bamburi Airport,Kenya,Mombasa
BMR,EDWZ,Baltrum Airport,Germany,Baltrum
BMS,SNBU,Sócrates Mariani Bittencourt Airport,Brazil,Brumado
BMT,KBMT,Beaumont Municipal Airport,United States of America,Beaumont
BMU,WADB,Muhammad Salahuddin Airport,Indonesia,Bima-Sumbawa Island
BMV,VVBM,Buon Ma Thuot Airport,Vietnam,Buon Ma Thuot
BMW,DATM,Bordj Badji Mokhtar Airport,Algeria,Bordj Badji Mokhtar
BMX,PABM,Big Mountain Airport,United States of America,Big Mountain
BMY,NWWC,Île Art - Waala Airport,New Caledonia,Waala
BMZ,,Bamu Airport,Papua New Guinea,Bamu
BNA,KBNA,Nashville International Airport,United States of America,Nashville
BNB,FZGN,Boende Airport,Democratic Republic of the Congo,Boende
BNC,FZNP,Beni Airport,Democratic Republic of the Congo,Beni
BND,OIKB,Bandar Abbas International Airport,Iran,Bandar Abbas
BNE,YBBN,Brisbane International Airport,Australia,Brisbane
BNG,KBNG,Banning Municipal Airport,United States of America,Banning
